,Unnamed: 0,제목,작성 날짜,활동처명,활동내용,활동 지역,활동 기간,모집 시작일,모집 마감일,생활 편의,국제 협력,환경,인권,재해/재난,농어촌,주거 환경,보건 의료,교육,행정 지원,상담,문화,체육,역사,동아리,여행,홍보,사회공헌,기획,언어,현장,기타,장애인,노인,외국인,노숙인,다문화가정,노동자,유아,여성,쪽방촌,청소년,지역사회
0,0, [국제개발협력 해외NGO_One World Center] 10개월 글로벌 자원봉사여행(Volunteer Abroad) 참가자 모집,20180819,One World Center,글로벌 자원봉사여행 프로그램,"덴마크, 아프리카, 다른 유럽국가",10개월,20180819.0,20180819,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1, [부산봉사] SCI 국제시민봉사회 부산경남지부에서 대학생 자원봉사자를 모집합니다 ~,20180818,sci 국제시민봉사회 부산경남지부,"일일 봉사, 주말 봉사, 정기적 모임",부산,모든 활동에는 강제성이 없이 자신이 원하는 날짜에 원하는 활동을 할 수 있습니다.,20180818.0,20180818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2," 아름다운가게 종로책방, 세종로책방(광화문) 2학기 정기 자원봉사자 모집 (~9.2)",20180817,아름다운가게 책방, 기증품(책/음반) 관리 책방 매장 운영 도서 문화 관련캠페인,"1. 아름다운가게 종로책방: 서울 1호선 종각역 4번출구 스타벅스 종각점 지하 1층 / 종로구 종로 64 백합빌딩 b12. 아름다운가게 세종로(광화문)책방: 광화문역, 세종문화회관 바로 옆 / 종로구 세종대로 189 세종로공원 지하 1층",1. 종로책방: 18년 9월 3일 ~ 12월31일2. 세종로(광화문)책방: 18년 9월 3일 ~ 12월23일* 활동기간 종료 후다음 기수(겨울방학)연장 활동 가능.(본인 선택)* 연장 활동 시스케줄(요일/시간 변경 가능),20180817.0,20180902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3,3, [이대복지관] 어르신 나들이 자원봉사(9/6),20180817,이화여자대학교종합사회복지관,"안전하고 즐거운 나들이 진행을 위한 동선 관리, 어르신 거동 보조 등","서대문구(출발 및 도착지), 경기도 안산(동춘서커스 관람)",9/6 하루,20180817.0,20180817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4,4, [영등포장애인복지관]'휠더월드' 자원봉사자 모집(~8/31),20180817,서울시립영등포장애인복지관,"장애인식개선 캠페인 부스(체험, 만들기, 전시, 홍보) 운영보조 및 행사보조",서울시 영등포구 문래동,2018년 9월 8일(토) 1일 09:00~17:00 [8시간],20180817.0,20180831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
5,5, [아름다운 가게]아름다운 엔젤튜터(교육자원봉사자) 모집(~8/19),20180817,아름다운가게X드림메이커 인터내셔널,교육자원봉사,"서울, 경기",6개월(2018.09 ~ 2019.02),20180817.0,20180819,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,6, 군포중학교 오바마교실 및 멘토링 대학생 자원봉사자 모집(~8/24),20180817,군포중학교,야간 프로그램 오바마교실 운영 및 지원1:1 멘토링 활동대학생 자원봉사 평가회 진행,경기도 군포시,2018.09 ~2018.12,20180817.0,20180824,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7,7, 굿네이버스 좋은마음센터 서울동작 RubHeart 대학생 자원봉사자 모집(~8/26),20180817,굿네이버스," 복지사업(아동권리, 폭력 등 각종 캠페인, 홍보 사업, 캠페인 펀드레이저 활동 등)", 서울 전지역,,20180817.0,20180826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8,8, [영등포장애인복지관] 9월 8일 토요일 휠더월드 행사 자원봉사자 모집,20180816,서울시립영등포장애인복지관,"장애인식개선 캠페인 부스(체험, 만들기, 전시, 홍보) 운영보조 및 행사보조",서울시 영등포구 문래공원 (문래역 1번출구),2018년 9월 8일 (토) / 09:00 ~ 17:00 (8시간),20180814.0,20180831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
9,10,  초록우산 어린이재단 2018 국내아동 근황안내 검수 자원봉사자 모집 (~8월23일),20180816,초록우산 어린이재단 후원자서비스본부,"2018 국내아동 근황안내서 검수 및 수정, 응원메시지 발송 등행정지원 업무",서울시 중구 무교로 20 (무교동) 어린이재단 6층 후원자서비스본부,"2018년 08월 24일(금) ~ 09월 28일(금) :활동 기간 및 시간 협의가능 / 단,*최소월~금요일 1회, 1일 3시간 필수 활동",20180816.0,20180823,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
10,11, 굿네이버스 좋은마음센터 서울동작 RubHeart 대학생 자원봉사자 모집(~8/26),20180816,굿네이버스," 복지사업(아동권리, 폭력 등 각종 캠페인, 홍보 사업, 캠페인 펀드레이저 활동 등)", 서울 전지역,,20180816.0,20180826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
11,12, [자생의료재단] 희망드림 대학생 봉사단 2기모집(8.3~8.19),20180816,자생의료재단,"1.조별 창의적인 봉사활동 지원2. 재단 내 봉사활동 참여 (의료봉사, 농촌일손돕기, 바자회, 김장김치담그기, 연탄 나누기 등)","1. 충북, 충남 의료봉사 전국적 의료봉사 지속활동2. 서울, 경기 지역 바자회 및 김장담그기, 연탄나누기 봉사 등3. 전국적으로 지속 활동",1. 2018. 8. 31(금) 발대식 이후 지속 활동,20180803.0,20180819,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
12,13, [빨간클립봉사단]빨간클립봉사단·나눔콘서트 기획단 모집(~8.17),20180815,빨간클립봉사단,봉사활동 및 기부나눔콘서트 기획,수도권,~2018년 12월 말,20180815.0,20180817,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13,14, [부산봉사] SCI 국제시민봉사회 부산경남지부에서 대학생 자원봉사자를 모집합니다 ~,20180815,sci 국제시민봉사회 부산경남지부,"일일 봉사, 주말 봉사, 정기적 모임",부산,모든 활동에는 강제성이 없이 자신이 원하는 날짜에 원하는 활동을 할 수 있습니다.,20180815.0,20180817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,15, [빛길봉사단] 빛길봉사단 8월 신입회원 모집(~8.31),20180815,빛길봉사단,독거노인 지원 및 기타 봉사활동,"정기 봉사처 : 종로구 창신동, 강동구 암사동, 은평구 불광동기타 모임장소 : 서울/경기지역 어디나",참여 가능한 시간 언제나,20180815.0,20180831,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
15,16, [JA Korea] BNP Paribas CIB와 JA Korea가 함께하는 금융교육 봉사단 모집(~8/17),20180815,BNP Paribas CIB  JA Korea,청소년방과후아카데미에 방문하여 BNP Paribas CIB 임직원들과 함께 금융교육 프로그램 진행,"서울 강남구 수서동, 은평구 응암동",2018년 8월 31일(금) ~ 11월 9일(금),20180806.0,20180817,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
16,17," 아름다운가게 종로책방, 세종로책방(광화문) 2학기 정기 자원봉사자 모집 (~9.2)",20180815,아름다운가게 책방, 기증품(책/음반) 관리 책방 매장 운영 도서 문화 관련캠페인,"1. 아름다운가게 종로책방: 서울 1호선 종각역 4번출구 스타벅스 종각점 지하 1층 / 종로구 종로 64 백합빌딩 b12. 아름다운가게 세종로(광화문)책방: 광화문역, 세종문화회관 바로 옆 / 종로구 세종대로 189 세종로공원 지하 1층",1. 종로책방: 18년 9월 3일 ~ 12월31일2. 세종로(광화문)책방: 18년 9월 3일 ~ 12월23일* 활동기간 종료 후다음 기수(겨울방학)연장 활동 가능.(본인 선택)* 연장 활동 시스케줄(요일/시간 변경 가능),20180815.0,20180902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
17,18, [빨간클립봉사단]빨간클립봉사단·나눔콘서트 기획단 모집(~8.17),20180814,빨간클립봉사단,봉사활동 및 기부나눔콘서트 기획,수도권,~2018년 12월 말,20180814.0,20180817,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18,19, 제31회 고양행주문화제 자원봉사자 모집,20180814,고양문화재단,고양행주문화제 운영보조 및 안전통제,경기도 고양시 덕양구 화정동 일대,2018년 9월 8일 (토) 11시 ~ 19시,20180814.0,20180830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
19,20, [위메이저]당신의 전공을 들려주세요!!! 위메이저 18가을 봉사자 모집(~8/29),20180814,서울시청 소속 비영리전공강연단체'위메이저'," PPT 제작 및 스피치 교육 전공강연 및 멘토링 활동 다양한 전공의 대학생들과의 교류 홈커밍데이, 강연콘서트 등 다양한 활동",서울 및 수도권(연 10 여회의 지방 강연 有),"2018년 9월 ~ 11월 사이 8주간 교육 후, 기간제한 없는 자유로운 활동 가능",20180813.0,20180829,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20,21, [부산봉사] SCI 국제시민봉사회 부산경남지부에서 대학생 자원봉사자를 모집합니다 ~,20180813,sci 국제시민봉사회 부산경남지부,"일일 봉사, 주말 봉사, 정기적 모임",부산,모든 활동에는 강제성이 없이 자신이 원하는 날짜에 원하는 활동을 할 수 있습니다.,20180813.0,20180829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,22, Al Gore 국제환경NGO 기후프로젝트 국내 기후변화리더 (14기) 모집 (~08/17),20180813,Al Gore 국제환경NGO 기후프로젝트,"기후프로젝트'기후변화리더'기후변화리더Connector(커넥터)는 지구촌 한 사람,한사람의 힘을 연결하여,지구환경문제해결을 위한 사회적 변화를 주도하는기후프로젝트 활동가의 명칭입니다.다큐멘터리‘불편한 진실(AnInconvenient Truth)’에서Al Gore전 미국 부통령이 했던 것과 같은Slideshow Presentation을 직접 담당하여 기후변화 대중교육과 시민실천운동을 주도합니다.기후변화리더활동기후변화 문제에 대한 대중의 인식을 변화시키고,기후변화 문제 해결을 위한 실천 의지를제고시키기 위한 기후변화 대중 환경교육을 담당할 것입니다.기후변화리더양성 프로그램: TCRP ClimateLeadership Training (앨고어씨 주관,국제행사), Connector(커넥터)양성교육기후변화대중교육 프로그램: TCRPPresentation, 24Hours of Reality,청소년 기후변화/환경교실,어린이 환경교실 등 참가기후변화리더(커넥터)월 정기미팅:미국본부로부터 받은 업데이트 자료 교육,커넥터 활동 발표 및 토의,행사 및 프리젠테이션 계획 발표 및논의,그 외 기타 교육 실시.일정은 매월 추후 사전 공지AlGore전 미국부통령이 직접 주관하는 기후변화 활동가 양성 국제행사:TCRPREALITY LEADERSHIP CORPS TRAINING,글로벌행사’24 Hours of Reality’,기타 등 국제 행사 홍보 및한국내 행사진행기후변화리더양성교육 프로그램 일환인 기후변화리더(커넥터)그룹활동Climate Reality Leadership Group Activity (must attendaccording to each one’s schedule): ‘지구의 지속 가능한 발전과 번영을 향하는길’을 고민하는 기후프로젝트 한국지부 리더십 프로그램 교육그룹<Climate Reality Leadership Group Activity >Climate + ActionClimate + PlanningClimate + LeadershipTCRP Presentation●기후변화대중교육프로그램:대학교/지자체(동,구)/기업/기타단체및기관내특강및공개강좌제공.●청소년(초중고)환경교육프로그램:청소년기후변화/환경교실홍보기획/경영지원기획운영,영상제작,미디어홍보,경영지원,번역등업무●기후프로젝트단체활동에관한전반적인홍보●대학/기관/단체/기업커뮤니케이션보조●홍보소식지제작및이멜발송●행사진행시사진촬영●동영상촬영및편집●단체의주요사업분야운영보조●문서작업●행사운영요원및프로젝트집행Climate Reality Leadership Training●기후프로젝트국제리더십트레이닝:단체설립자인Al Gore전미국부통령이직접참여,행사를주관하는국제행사●기후프로젝트국내리더십트레이닝:기후프로젝트한국지부가주관하는행사TCRP Action그룹●Al Gore전미국부통령이직접주관하는기후변화활동가양성하는국제행사:TCRPREALITY LEADERSHIP CORPS TRAINING,글로벌행사’24 Hours of Reality’,기타등국제행사홍보및한국내행사진행●정부기관행사참여및지역사회(시민참여)캠페인주관●환경과 기후의 소중함을 다시 한번 깨닫고 지속 가능한 지구환경사랑을 위한‘지구환경보존 및 멸종위기동물보호 관심과 나눔’실천 활동에 참여함으로써,지속 가능한 지구환경 회복.●저탄소/자원순환/에너지 절감 친환경 생활 실천이 시민의 생활 속에 정착될 수 있는 계기와 지구환경과 미래 인류 세대를 보호하고 지속가능한 삶으로의 변화를 위하여 많은 시민들의 관심과 참여를 촉진하여 환경교육참여,환경약자인 취약계층 및 생태계 보호 확대 실천운동 주도번역(교육자료영한번역,본부교육동영상영한번역등업무)●미국본부주요이슈뉴스및교육자료영한번역,●본부교육동영상영한번역,●간단한통역Humanitas (후마니타스,인문학)그룹●후마니타스교육그룹은글로벌리더의꿈을실현하는데도움이되는다양한인문지식이필요한이시대에꼭알아야할인문학적주제를다루며‘인생철학’과‘삶의지혜’를배우고지적욕구를충족시키며,폭넓고균형잡힌시각과인간적소양을높이고올바른가치관을형성하는그룹.●우리는어떤세계를만들고있는가?우리는어떤세계를만들어야하는가?우리는어떤세계를만들수있는가?●공공선의향상은핵심목표가되었고,시민사회의미덕을성취하는것은지성과상상력을최대한으로사용하는것과연관되어있다.●행동을강조하려면사유가특별히중요하다.정의,평등,진리같은가치들을이해하는것의중요성은,그저관심만갖는다고해서필요한것들을얻을수없다는것을점점확연하게드러낸다.●공적행동에초점을맞춘우리가발견한가장중요한것은어려운선택은선과악사이의선택이아니라경쟁하는선들사이의선택이라는것이다.이발견은변화를일으킨다.디자인자원활동(포토샵,일러스트,기타)●브로셔/팜플렛/소식지/각종홍보물디자인●홈페이지,웹디자인","기후프로젝트 한국지부 사무국(서울),서울지역 포함하여 전국 지역",양성교육OT이수후6개월간(활동시행기간은 언제든지 연장가능/부득이한 개인사정상 활동기간 논의가능),20180813.0,20180829,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
22,23, [빨간클립봉사단]빨간클립봉사단·나눔콘서트 기획단 모집(~8.17),20180813,빨간클립봉사단,봉사활동 및 기부나눔콘서트 기획,수도권,~2018년 12월 말,20180813.0,20180817,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,24, 강동야학 교육봉사 신임교사 모집 (~8/15),20180813,강동야간학교,초등과학 및 초등사회 교사 모집(수업은 주1회 저녁 7:20~8:50분까지 진행됩니다.),"(주소 : 강동구 천호4동 398번지, 천호동성당 근처)   지하철 5,8호선 천호역에서 버스 세 정거장, 도보 15분 (버스 : 고분다리시장 정류장 하차)",임용후 최소 1년,20180813.0,20180815,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24,25, 굿네이버스 좋은마음센터 서울동작 대학생 RubHeart 자원봉사자 모집(~8/26),20180813,굿네이버스," 복지사업(아동권리, 폭력 등 각종 캠페인, 홍보 사업, 캠페인 펀드레이저 활동 등)", 서울 전지역,,20180813.0,20180826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
25,26, 위메이저(~8월 29일) 당신의 전공을 들려주세요! 위메이저에서 18 가을 봉사자를 모집합니다.,20180813,서울시청 소속 비영리전공강연단체 '위메이저'," PPT 제작 및 스피치 교육 전공강연 및 멘토링 활동 다양한 전공의 대학생들과의 교류 홈커밍데이, 강연콘서트 등 다양한 활동",서울 및 수도권(연 10 여회의 지방 강연 有),"2018년 9월 ~ 11월 사이 8주간 교육 후, 기간제한 없는 자유로운 활동 가능",20180813.0,20180829,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26,27, [꿀대외활동 D-2]즐거운 봉사하러 가즈아! 남서로타랙트(~8/15),20180813,국제로타리 3640지구 남서 로타랙트,"안녕하세요! 저희는 20세부터 만31세까지 남녀 누구나 함께 봉사활동을 하며 친목을 다지는 봉사 동아리, 남서 로타랙트입니다^^로타랙트는 국제 로타리 클럽의 후원을 받는 국제봉사단체인데요. 로타리 클럽은 한국에 17개의 지구가 있으며저희 '남서 로타랙트'는 그 중 서울 3640 지구에 속해있는 서울 남서 로타리 클럽의 후원을 받고 있습니다.현재는 서울시 강동구 암사동에 위치한 암사 재활원 이라는 중증 장애인 시설에서귀여운 아이들과 함께 놀이활동, 식사보조, 청소와 같은 봉사활동을 한 달에 한 번정기적으로 하고 있답니다ㅎㅎ또 서울 3640지구에는 저희 남서 로타랙트 클럽 말고도 9개의 클럽이 더 있어서다양한 종류의 봉사활동을 연합해서 함께 하고 있습니다^^정기 봉사활동장소: 서울시 강동구 암사동 암사재활원 센터(암사역 1번출구)시간: 매달 넷째 주 일요일 오전 10시 ~ 오후 1시봉사활동내용: 중증 장애를 가진 어린 아이들과 놀이 활동, 식사 보조, 청소장소: 서울특별시 영등포구 영등포동 3가 6번지, 영등포시장 지하쇼핑센터 1번출구시간: 매달 셋째 주 토요일 오전 10시 ~ 오후 2시봉사활동내용 : 독거노인분들을 대상으로 배식, 주방보조, 설거지, 테이블 세팅 등의 봉사지구 연합 봉사활동정기적으로 '생명사랑밤길걷기(범국민 자살예방 캠페인)', 사랑나눔 연탄봉사활동, 김장봉사활동 등다양한 연합 봉사를 진행하고 있습니다.타 클럽 봉사 교류 활동3640지구 내 10개의 클럽과 봉사활동 교류를 활발히 펼치고 있습니다.친목 활동 및 행사매년 3640지구 내 로타랙트 인들과 화합, 친목을 위해 '지구대회'라는 행사를 진행하고 있으며그 밖에도 MT, 번개, APRRC(해외 로타랙트 교류 행사), RYLA(리더십 연수 프로그램) 등행사를 통해 다양한 사람들과의 인맥을 넓힐 수 있습니다.",서울,2018년 8월 26일(일)부터(이 날 정기 봉사활동이 예정되어 있습니다),20180801.0,20180815,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
27,28, 제 10회 DMZ국제다큐영화제 자원활동가 大모집! 마감임박!(~8/14),20180813,DMZ국제다큐영화제,영화제 현장 및 사무국에서 영화제 기간 동안 영화제의 운영과 기획을 지원할 자원활동가 여러분들을 모집합니다 :),"메가박스 백석, 롯데시네마 파주 롯데 아울렛, 영화제 사무국(고양터미널 4층) 등 영화제 행사장 일대",9월 13일부터 9월 20일까지,20180813.0,20180814,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,29, [JA Korea] BNP Paribas CIB와 JA Korea가 함께하는 금융교육 봉사단 모집(~8/17),20180813,BNP Paribas CIB  JA Korea,청소년방과후아카데미에 방문하여 BNP Paribas CIB 임직원들과 함께 금융교육 프로그램 진행,"서울 강남구 수서동, 은평구 응암동",2018년 8월 31일(금) ~ 11월 9일(금),20180806.0,20180817,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
29,30, [빨간클립봉사단]빨간클립봉사단·나눔콘서트 기획단 모집(~8.17),20180812,빨간클립봉사단,봉사활동 및 기부나눔콘서트 기획,수도권,~2018년 12월 말,20180812.0,20180817,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30,31, [꿀봉사D-3]즐거운 봉사하러 가즈아! 남서로타랙트(8/1~8/15),20180812,국제로타리 3640지구 남서 로타랙트,"안녕하세요! 저희는 20세부터 만31세까지 남녀 누구나 함께 봉사활동을 하며 친목을 다지는 봉사 동아리, 남서 로타랙트입니다^^로타랙트는 국제 로타리 클럽의 후원을 받는 국제봉사단체인데요. 로타리 클럽은 한국에 17개의 지구가 있으며저희 '남서 로타랙트'는 그 중 서울 3640 지구에 속해있는 서울 남서 로타리 클럽의 후원을 받고 있습니다.현재는 서울시 강동구 암사동에 위치한 암사 재활원 이라는 중증 장애인 시설에서귀여운 아이들과 함께 놀이활동, 식사보조, 청소와 같은 봉사활동을 한 달에 한 번정기적으로 하고 있답니다ㅎㅎ또 서울 3640지구에는 저희 남서 로타랙트 클럽 말고도 9개의 클럽이 더 있어서다양한 종류의 봉사활동을 연합해서 함께 하고 있습니다^^정기 봉사활동장소: 서울시 강동구 암사동 암사재활원 센터(암사역 1번출구)시간: 매달 넷째 주 일요일 오전 10시 ~ 오후 1시봉사활동내용: 중증 장애를 가진 어린 아이들과 놀이 활동, 식사 보조, 청소장소: 서울특별시 영등포구 영등포동 3가 6번지, 영등포시장 지하쇼핑센터 1번출구시간: 매달 셋째 주 토요일 오전 10시 ~ 오후 2시봉사활동내용 : 독거노인분들을 대상으로 배식, 주방보조, 설거지, 테이블 세팅 등의 봉사지구 연합 봉사활동정기적으로 '생명사랑밤길걷기(범국민 자살예방 캠페인)', 사랑나눔 연탄봉사활동, 김장봉사활동 등다양한 연합 봉사를 진행하고 있습니다.타 클럽 봉사 교류 활동3640지구 내 10개의 클럽과 봉사활동 교류를 활발히 펼치고 있습니다.친목 활동 및 행사매년 3640지구 내 로타랙트 인들과 화합, 친목을 위해 '지구대회'라는 행사를 진행하고 있으며그 밖에도 MT, 번개, APRRC(해외 로타랙트 교류 행사), RYLA(리더십 연수 프로그램) 등행사를 통해 다양한 사람들과의 인맥을 넓힐 수 있습니다.",서울,2018년 8월 26일(일)부터(이 날 정기 봉사활동이 예정되어 있습니다),20180801.0,20180815,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
31,32, 강동야학 교육봉사 신임교사 모집 (~8/15),20180812,강동야간학교,초등과학 및 초등사회 교사 모집(수업은 주1회 저녁 7:20~8:50분까지 진행됩니다.),"(주소 : 강동구 천호4동 398번지, 천호동성당 근처)   지하철 5,8호선 천호역에서 버스 세 정거장, 도보 15분 (버스 : 고분다리시장 정류장 하차)",임용후 최소 1년,20180812.0,20180815,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32,33, [CJ그룹] 꿀 대외활동 보장! CJ도너스캠프 대학생봉사단 모집(오늘 마감),20180812,CJ나눔재단," 창의학교 : 문화/예술 교육멘토링(초등학생 대상), 주 1회 2.5시간 공부방 방문 교육진행(총 12회), 12월 말 창의학교 스테이지 준비 인성학교 : 9~12월 프로그램 기획/운영 준비 회의 및 활동(월 2회) 및 CJ도너스캠프 아우름 프로젝트 연계 프로그램 개발/운영, 10월 말 가족인성학교 참여  기자단 : 창의학교, 인성학교 활동 현장 취재 및 월별 컨텐츠 제작 및 발행"," 창의학교 : 전국 도너스캠프 공부방(주로 수도권, 창의학교 전남 제외) 인성학교 : CJ 인재원, 인생학교 서울, 캠프 지역 기자단 : CJ 인재원, 각 촬영 지역"," 8/24 ~ 8/27(발대식, 입문교육) 9~12월(봉사단 활동)",20180812.0,20180812,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
33,34, [부산봉사] SCI 국제시민봉사회 부산경남지부에서 대학생 자원봉사자를 모집합니다 ~,20180811,sci 국제시민봉사회 부산경남지부,"일일 봉사, 주말 봉사, 정기적 모임",부산,모든 활동에는 강제성이 없이 자신이 원하는 날짜에 원하는 활동을 할 수 있습니다.,20180812.0,20180812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,35, 뚝섬 아름다운나눔장터 자원활동가 모집(~8/20),20180811,아름다운가게,"나눔캠페인:어린이,환경,나눔등다양한캠페인진행인터넷예약확인처:참가자접수확인및안내등운영사무소:방송,운영지원및안내등행사장관리:행사장내질서유지및안내등출입구관리:출입구안전관리및안내등기증처:기증물품수령및안내등","뚝섬유원지역2, 3번출구앞광장"," 활동가 OT : 2018년 8월 23일(목) 19:00 ~ 21:00* 활동 후 봉사시간 인정*아름다운가게 안국점 2층 교육장(서울 종로구 북촌로 21)현장활동 : 2018년 8월 25일(토) ~ 10월 28일(일) 09:00 ~ 17:00 (점심/간식 제공)* 가능한 일자에 활동 (1회 활동 가능)* 뚝섬유원지역 2, 3번 출구 앞 광장* 야외행사로 진행되어 기상상황에 따라 변경 및 취소될 수도 있습니다.",20180811.0,20180811,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
35,36, [JA Korea] BNP Paribas CIB와 JA Korea가 함께하는 금융교육 봉사단 모집(~8/17),20180811,BNP Paribas CIB  JA Korea,청소년방과후아카데미에 방문하여 BNP Paribas CIB 임직원들과 함께 금융교육 프로그램 진행,"서울 강남구 수서동, 은평구 응암동",2018년 8월 31일(금) ~ 11월 9일(금),20180806.0,20180817,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
36,37," 아름다운가게 종로책방, 세종로책방(광화문) 2학기 정기 자원봉사자 모집 (~9.2)",20180811,아름다운가게 책방, 기증품(책/음반) 관리 책방 매장 운영 도서 문화 관련캠페인,"1. 아름다운가게 종로책방: 서울 1호선 종각역 4번출구 스타벅스 종각점 지하 1층 / 종로구 종로 64 백합빌딩 b12. 아름다운가게 세종로(광화문)책방: 광화문역, 세종문화회관 바로 옆 / 종로구 세종대로 189 세종로공원 지하 1층",1. 종로책방: 18년 9월 3일 ~ 12월31일2. 세종로(광화문)책방: 18년 9월 3일 ~ 12월23일* 활동기간 종료 후다음 기수(겨울방학)연장 활동 가능.(본인 선택)* 연장 활동 시스케줄(요일/시간 변경 가능),20180811.0,20180902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
