,Unnamed: 0,제목,작성 날짜,활동처명,활동내용,활동 지역,활동 기간,모집 시작일,모집 마감일,생활 편의,국제 협력,환경,인권,재해/재난,농어촌,주거 환경,보건 의료,교육,행정 지원,상담,문화,체육,역사,동아리,여행,홍보,사회공헌,기획,언어,현장,기타,장애인,노인,외국인,노숙인,다문화가정,노동자,유아,여성,쪽방촌,청소년,지역사회
326,337,[영등포장애인복지관] 발달장애청소년 여름계절학교 자원봉사자 모집,20180627,영등포장애인복지관,"영등포장애인복지관에서는 여름방학을 맞이하여 장애청소년을 대상으로, 다양한 체험학습 및 교육의 기회를 마련하고자 여름계절학교를 실시합니다. 이에 함께 활동보조 해주실 자원봉사자를 모집합니다.",영등포장애인복지관 (서울시 영등포구 영등포동 소재),2018년 7월 30일(월) ~ 8월 10일(금)  2주 / 1일 09:30~16:30 (7시간)[8월 9~10일 / 1박2일 캠프입니다. 시간은 1일 10시간으로 입력됩니다.] 활동 확정 후 오리엔테이션 진행 (7월 27일 금 / 16:00 ~ 17:00),20180627.0,20180720,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
327,338,"[한국혈액암협회] 대전,충청 지역 의학세미나 진행보조 봉사자 모집(~6.29)",20180627,(사)한국혈액암협회대전," 행사물품 준비 및 세팅, 접수 및 응대, 강연 활동 보조", KTX 대전역(대전충남본부)회의실, 2018.06.30(토) 11:30~17:30 (6시간),20180627.0,20180629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
328,339,대학생 봉사자 파견 사업 The가꿈 신청 안내(~7/8),20180627,한국지역아동센터연합회, 지역아동센터 이용 아동 학습봉사, 서울/경기/인천권 지역아동센터," 2018년 8월~11월(4개월), 2019년 1월~4월(4개월), 총 8개월",20180626.0,20180708,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
329,340,7. 28 한강나이트워크42K 봉사자 모집(~7. 8),20180627,한강사업본부,"행사장 참가자 응대, 코스 안전관리, 행사장 환경정화",여의도 녹음수 광장 외 한강 일대,7.28~익일 새벽,20180627.0,20180708,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
330,341,[월드투게더]온라인 자원봉사단 해피메신저 모집(~7/12),20180626,월드투게더,"국제개발협력 NGO 월드투게더에서 질병, 기아, 물부족, 난민 같은 글로벌 이슈를 온라인에 알리고 세상에 작은 변화들을 함께 만들어갈 온라인 서포터즈 해피메신저를 모집합니다. 16주간(약 4개월간)활동 SNS/BLOG 포스팅을 통해 온라인 기자단으로 활동", 주로 재택 1~2회 정도 오프라인 모임이 있을 수 있음., 16주간(약 4개월간)활동,20180626.0,20180712,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
331,342,"아름다운가게 종로책방, 세종로책방(광화문) 여름방학 정기 자원봉사자 추가 모집 (~7.6)",20180626,아름다운가게 책방, 기증품(책/음반) 관리 책방 매장 운영,"1. 아름다운가게 종로책방: 서울 1호선 종각역 4번출구 스타벅스 종각점 지하 1층 / 종로구 종로 64 백합빌딩 b12. 아름다운가게 세종로(광화문)책방: 광화문역, 세종문화회관 바로 옆 / 종로구 세종대로 189 세종로공원 지하 1층",1. 종로책방: 18년 7월 2일 ~ 9월9일2. 세종로(광화문)책방: 18년 6월 26일 ~ 9월2일* 활동기간 종료 후2학기연장 활동 가능.(본인 선택)* 연장 활동 시스케줄(요일/시간 변경 가능),20180626.0,20180706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
332,343,"[(주)코오롱, (재)꽃과어린왕자] 에코 롱롱 Plus 캠프와 함께 할 자원봉사자 모집 (~7/8)",20180626,(주)코오롱, 일반(조 담당 교사 및 프로그램 활동 보조) 영상(사진 및 영상 촬영 편집) 보건(안전지도 및 응급처치), 코오롱 One&Only 타워 (서울 강서구 마곡)코오롱인재개발센터(경기도 용인), 8.1(수) 사전 오리엔테이션 (필참) 8.7(화)~8.9(목) / 2박 3일 (숙식제공),20180618.0,20180708,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
333,344,[한강공원봉사] 아름다운 한강을 위한 분리배출 캠페인 운영 봉사자 모집(~6.29),20180626,서울특별시 한강사업본부,": 분리배출용 봉투 배부, 분리배출 방법 안내, 분리배출의 중요성, 넛지이론 활용 시민참여 유도 등",": 한강공원 일대(뚝섬, 반포, 여의도, 난지 등등)",,20180626.0,20180629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
334,345,"굿네이버스 대구서부,동부지부 2018 희망나눔학교 자원봉사자 추가모집",20180626,국제구호개발 NGO 굿네이버스,"희망나눔학교 부담임, 프로그램 보조(집단프로그램, 문화체험, 야외활동, 특기교육 등)","대구 서부지부, 동부지부",2018.8월 6일 (월) ~ 8. 20.(월) 10일 간(오전 9시  오후 14시),20180625.0,20180704,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
335,346,미래직업체험 교육지원 봉사자를 모집합니다.,20180626,미래직업협회,"청소년 대상으로 드론, SW코딩, VR 등 다양한 미래직업 관련 교육 및 체험활동 진행교육보조 및 사진촬영",서울시 일대,2018년 6월 ~ 12월 7월 6일 08:30~12:00(4시간) / 10:00~12:00(2시간) 7월 7일 08:30~12:00(4시간) 7월 9일 15:00~17:00(2시간) 8월 3일 09:00:18:00(8시간) 8월 4일 09:00:18:00(8시간) 8월 5일 09:00:18:00(8시간) 8월 10일 09:00:18:00(8시간) 8월 11일 09:00:18:00(8시간) 8월 12일 09:00:18:00(8시간)※ 기간중 참여가능한 교육일정 참여,20180626.0,20180708,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
336,347,[국제교류자원봉사망]KFVN 세계탐방교실 7월 일일봉사자 모집(~6/30),20180625,국제교류자원봉사망,"한국에서 만나는 세계 프로그램 참여사전교육, 1차,2차 회의 및 행사 참여KFVN내 세계탐방교실에서는 학생들에게 다양한 국가의 문화를 소개하고직접 체험해 보는 기회를제공하여 성숙한 다문화 인식 및 세계시민으로서의소양을 함양할 수 있도록‘한국에서 만나는 세계’ 프로그램을 개최하오니,적극적인 관심과 함께 많은신청 부탁드립니다.",서울/경기 지역,2018년7월7일~2018년7월21일까지,20180625.0,20180630,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
337,348,발달장애학생 및 일반인 커피 바리스타 2급 자격과정시험 진행보조 봉사자 모집(~6/28),20180625,(사)그린티처스," 바리스타 2급 자격시험 안내, 시험진행 보조(기구정리 및 설거지), 사진촬영, 시험준비 및 마무리 등"," 그린티처스 사무국 건물 2층 ""암보셀리커피스튜디오"" 바리스타교육장 (서울시 서초구 효령로31길6.2층 / 방배역 3번출구에서 도보 1분)", 2018. 6. 30.(토) 09:30 ~ 17:30 (총 8시간 / 12~13시 점심시간),20180625.0,20180628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
338,349,[빛길봉사단] 빛길봉사단 6월 신입회원 모집(~7.31),20180625,빛길봉사단,독거노인 지원 및 기타 봉사활동,"정기 봉사처 : 종로구 창신동, 강동구 암사동, 은평구 불광동기타 모임장소 : 서울/경기지역 어디나",참여 가능한 시간 언제나,20180625.0,20180731,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
339,350,아름다운가게 책방 일일봉사자 모집 (~6.29),20180625,아름다운가게 헌책방,기증품(도서) 분류,아름다운가게 세종로책방(종로구 세종대로 189 세종로공원 지하 1층 상가층),6.29,20180625.0,20180629,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
340,351,[부산봉사] SCI 국제시민봉사회 부산경남지부에서 대학생 자원봉사자를 모집합니다,20180625,sci 국제시민봉사회 부산경남지부,"일일봉사, 주말봉사, 정기적모임",부산,모든 활동에는 강제성이 없이 자신이 원하는 날짜에 원하는 활동을 할 수 있습니다.,20180625.0,20180629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
341,352,[굿네이버스 서울동부]2018 여름 희망나눔학교 자원봉사자 모집 (~7/13),20180625,굿네이버스 서울동부,"▶ 노원구, 중랑구, 동대문구 중 1개의 초등학교의 배치되어 프로그램 진행 및 보조 교사 역할 담당▶ 학습지원, 문화체험, 급식지도, 신체놀이 프로그램 등 다양한 프로그램 진행▶ 점심식사 제공","▶ 노원구, 중랑구, 동대문구",▶ 7월 30일 ~ 8월 10일(주말 제외),20180620.0,20180713,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
342,353,[menTory x KT&G 상상스타트업캠프］'보통이 아닌 project' 봉사단 모집(인원증원/~06.25),20180625,사회적협동조합,"농산어촌 청소년들이 교육의 대상에서 교육의 주체로 성장할 수 있도록 자기주도형 프로젝트식 교육을 진행합니다.기존의 일방적으로 학습을 지원하거나 놀이,대화만 하고 오는 멘토링이 아닌 청소년들을 성장시켜 지역내에서 새로운 진로를 모색할 수 있도록 만드는 장기적인 관점으로 진행되는 첫번째 지역재생project입니다.",충남 보령시 2개 학교,"활동 기간: 2018.07 ~ 2018.12 활동 학교 : 보령시 대천여자중학교, 대천중학교 ( 숙소: 도고 켄싱턴리조트 )하계캠프: 07.22(일)~07.28(토)자율동아리운영 : 9월 ~ 12월 ( 주1회, 총 10회/ 멘토당 2회 방문) 활동기간은 6개월이지만 실제 멘토링 활동은 방학중 6일과 학기중 2회를 참여하게 되며, 방학중에는 18명의 멘토가 모두 내려가지만 학기중에는 회차당 2,3명씩 돌아가며 방문하게 됩니다교육활동 필참!교육장소 : 서울시 마포구 양화로 161 케이스퀘어 FASTFIVE워크숍: 06.30(토) 13:00 ~ 07.01(일) 17:00 , 1박2일, 켄싱턴리조트 충주 (서울에서 40분)집중교육: 07.07/14/21 (토) , 12:00~18:00, 홍대입구 FASTFIVE (지하철2호선 홍대입구역 2번출구)",20180618.0,20180625,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
343,354,"[JA KOREA] 대학생경제교육봉사단 회장단 ""UJAT서울 25기""를 모집합니다!!(~6/24)",20180624,JAKOREA,"● UJAT서울 25기 활동 안내 활동기간 : 2018년 9월 ~ 2019년 8월(선발 후 2018년 7,8월은 수습기간으로 다양한 활동에 참여하게 됩니다.) 활동내용 : 매월 셋째주 토요일(변동가능) 정기회의 매월 1회 이상 팀별 회의 대학생경제교육봉사단발대식 및 모니터링 진행 Sline 경제스터디 기획 및 진행 JA Korea 주관다양한 봉사 프로그램 참여 기타 공모전 프로그램 지원 하계/동계 MT 및 체육대회, 취업고민 상담소 JA connect, UJAT의 밤",서울!,"● UJAT서울 25기 활동 안내 활동기간 : 2018년 9월 ~ 2019년 8월(선발 후 2018년 7,8월은 수습기간으로 다양한 활동에 참여하게 됩니다.) 활동내용 : 매월 셋째주 토요일(변동가능) 정기회의 매월 1회 이상 팀별 회의 대학생경제교육봉사단발대식 및 모니터링 진행 Sline 경제스터디 기획 및 진행 JA Korea 주관다양한 봉사 프로그램 참여 기타 공모전 프로그램 지원 하계/동계 MT 및 체육대회, 취업고민 상담소 JA connect, UJAT의 밤",20180528.0,20180625,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
344,355,[캐피터즈] 2018년 하반기 삼성전자 재활승마단 자원봉사자 모집 (~07/11),20180624,삼성전자 재활승마단,,"서울 / 경기( 참고로, 재활승마 봉사센터가 1호선 당정역에 위치합니다. 위치 꼭 확인헤주세요 ~ )",2018년 2학기,20180625.0,20180711,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
345,356,[부산봉사] SCI 국제시민봉사회 부산경남지부에서 대학생 자원봉사자를 모집합니다,20180623,sci 국제시민봉사회 부산경남지부,"일일 봉사, 주말 봉사, 정기적 모임","부산활동 혜택 외교통상부에서 인정한 비영리민간단체 등록 제53호로써, 행안부에서 인정받은 봉사활동 확인서 발급이 가능합니다. 봉사시간 및 다양한 인맥오프라인 모임 횟 수 (월 x회)월 1회 (RM)지원하는 방법 홈페이지 가입 후 가입신청서 작성 홈페이지 : http://cafe.naver.com/scibusan공식 카페/블로그 및 SNS기타▼<담당자의 Q&A> 채워주시면  '스펙업 페이스북' 홍보 우선 대상자가 됩니다! <이 부분을 포함한 위의 두 줄은 삭제하고 글을 작성해주세요.>< 대외활동 담당자의 Q&A >Q. 지난번 경쟁률은 어땠나요?A.Q. 필요 역량 및 우대 사항은 뭔가요?A.Q. 서류/면접전형 주의사항이 있다면?A.Q. 구체적으로 어떤 활동 하나요?A.Q. 우리 활동, '이것' 만큼은 꼭 자랑하고 싶다!A.Q. 지원 망설이는 분들에게 한 마디 해주신다면!A.","규정/글양식을 지키지 않을시무통보 삭제됩니다!└ 대외활동 게시판 활동규정 확인http://cafe.naver.com/specup/4882678* 제목양식 : 활동명 (~마감 기간) / 제목 글자수 제한 30자 (넘으면 무통보 삭제)* 지원서 첨부하면 지원률 대폭상승↑↑* 아래 항목 입력하면, 검색 노출 및 지원률이 올라갑니다~────────────────────────────────────────── 포스터주최사 / 활동명sci 국제시민봉사회 부산경남지부활동내용일일 봉사, 주말 봉사, 정기적 모임모집 기간수시모집모집 인원제한없음모집 대상(+졸업생 가능여부)부산경남소재 대학생참가 비용 유/무무활동 지역부산",20180623.0,20180625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
346,357,"[JA KOREA] 대학생경제교육봉사단 회장단 ""UJAT서울 25기""를 모집합니다!!(~6/24)",20180623,JA Korea," 활동내용 : 매월 셋째주 토요일(변동가능) 정기회의 매월 1회 이상 팀별 회의 대학생경제교육봉사단발대식 및 모니터링 진행 Sline 경제스터디 기획 및 진행 JA Korea 주관다양한 봉사 프로그램 참여 기타 공모전 프로그램 지원 하계/동계 MT 및 체육대회, 취업고민 상담소 JA connect, UJAT의 밤",서울,기본 1년 (+수습기간 2개월) 추가로 더 활동 가능,20180528.0,20180624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
347,358,"[JA Korea] 삼일회계법인과 함께하는 대한민국 미래만들기, 봉사하고, 여행하고, 힐링하자! (~6/24)",20180623, JA Korea삼일회계법인과 함께하는 대한민국 미래만들기," 선발 된 봉사자는 JA Korea 사전 교육 이수 후, 2박 3일간 함께 숙식하며충남 서천군의 초등학생 대상 JA Korea 경제교육 진행 (학급 당 1~2명이 수업)"," 충청남도 서천군 (사전교육, 발대식은 서울에서 진행)", 7월 9일(월) ~ 7월 11일(수),20180607.0,20180624,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
348,359,[월드투게더]온라인 자원봉사단 해피메신저 모집(~7/12),20180622,월드투게더,"국제개발협력 NGO 월드투게더에서 질병, 기아, 물부족, 난민 같은 글로벌 이슈를 온라인에 알리고 세상에 작은 변화들을 함께 만들어갈 온라인 서포터즈 해피메신저를 모집합니다. 16주간(약 4개월간)활동 SNS/BLOG 포스팅을 통해 온라인 기자단으로 활동", 주로 재택 1~2회 정도 오프라인 모임이 있을 수 있음., 16주간(약 4개월간)활동,20180622.0,20180712,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
349,360,[국내봉사/번역] 굿네이버스 I'm your PEN 9기 번역자원봉사자 모집(~7/8),20180622,굿네이버스,굿네이버스결연아동이 후원자님께 소중한 마음을 담아 보내는 편지번역(I’m your PEN 사이트를 통한 영어>한글 재택번역),전국(I’m your PEN 사이트를 통한 영어>한글 재택번역), 2018년 8월 ~ 2018년 12월,20180618.0,20180708,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
350,361,아띠꿈공방-광명탈북청소년멘토링봉사활동 모집마감됐습니다.,20180622,아띠,"탈북 청소년 아이들이 건강한 성인으로 성장할 수 있도록 사회 지지망으로서 다양한 문화 경험과 전인 발달을 위한 신체, 인지 경험을 제공합니다. 활동을 기획하고 아이들에게 편한 언니 오빠 누나 형으로서 다가가 즐거운 시간을 보내고있습니다.",철산역 인근,"2018년, 개별 의사에 따라 지속가능",20180622.0,20180708,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
351,362,[굿네이버스 서울동작]여름방학교실 자원봉사자 모집(~7/11),20180622,굿네이버스 좋은마음센터 서울동작,2018 여름희망나눔학교 자원봉사자,서울 동작구 및 관악구 내 초등학교,,20180622.0,20180708,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
352,363,검정고시 관련 교육봉사단체인 성 이냐시오 학교에서 41기를 모집합니다(~7/9),20180622,성 이냐시오 학교(예수회 재단),검정고시를 목표로 하는 어머님과 아버님들께 관련 내용을 가르치는 교사분들을 모집하고 있습니다!!,"서강대학교에서 강의를 하며, 교무실 위치도 서강대학교 남문 인근에 있습니다.",정식 활동기간은 1년입니다. 이번에 뽑히시면 8월부터 활동을 시작하여 내년 7월까지 임기입니다. 도중에 그만두시면 다른 교사분들 뿐 아니라 학생들에게도 큰 피해이기 때문에 책임감 있게 1년동안 활동하실 수 있으셔야 합니다!,20180622.0,20180708,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
353,364,[인사동홍보관.남인사관광안내소]영어통역 자원봉사자(~6.30),20180622,인사동홍보관,: 인사동 문화지구내 관광안내소에서 영어통역 및관광안내 (한복체험 안내),": 인사동 문화지구내 인사동홍보관, 남인사관광안내소",: 1주일에 한 번 하루 4시간 인사동홍보관 : 월요일 오전10:00~14:00 월요일 오후 14:00~18:00 수요일 오후 14:00~18:00 금요일 오전 10:00~14:00 금요일 오후 14:00~18:00 일요일 오후 14:00~18:00 남인사안내소 : 목요일 오전 10:00~14:00 금요일 오후 14:00~18:00,20180622.0,20180630,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
354,365,[한국박물관협회] 제13기 한국 대학생 박물관 미술관 문화시민봉사단 모집(~6/23),20180622,한국박물관협회,"2018년 7월~8월 동안 전국 87개의 박물관, 미술관 중 자신이 지원한 관에서 봉사활동 진행(신청 가능 관 참고)","전국 87개의 박물관, 미술관 중 자신이 지원한 관",2018년 7월~8월(여름방학기간),20180622.0,20180623,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
355,366," 아름다운가게 종로책방, 세종로책방(광화문) 여름방학 정기 자원봉사자 모집 (~6.30)",20180622,아름다운가게 책방, 기증품(책/음반) 관리 책방 매장 운영,"1. 아름다운가게 종로책방: 서울 1호선 종각역 4번출구 스타벅스 종각점 지하 1층 / 종로구 종로 64 백합빌딩 b12. 아름다운가게 세종로(광화문)책방: 광화문역, 세종문화회관 바로 옆 / 종로구 세종대로 189 세종로공원 지하 1층",1. 종로책방: 18년 7월 2일 ~ 9월9일2. 세종로(광화문)책방: 18년 6월 26일 ~ 9월2일* 활동기간 종료 후2학기연장 활동 가능.(본인 선택)* 연장 활동 시스케줄(요일/시간 변경 가능),20180622.0,20180630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
356,367,[menTory x KT&G 상상스타트업캠프］'보통이 아닌 project' 봉사단 모집(인원증원/~06.25),20180621,사회적협동조합 menTory농산어촌 청소년을 위한 보통이 아닌 proect,"농산어촌 청소년들이 교육의 대상에서 교육의 주체로 성장할 수 있도록 자기주도형 프로젝트식 교육을 진행합니다.기존의 일방적으로 학습을 지원하거나 놀이,대화만 하고 오는 멘토링이 아닌 청소년들을 성장시켜 지역내에서 새로운 진로를 모색할 수 있도록 만드는 장기적인 관점으로 진행되는 첫번째 지역재생project입니다.",충남 보령시 2개 학교,"활동 기간: 2018.07 ~ 2018.12 활동 학교 : 보령시 대천여자중학교, 대천중학교 ( 숙소: 도고 켄싱턴리조트 )하계캠프: 07.22(일)~07.28(토)자율동아리운영 : 9월 ~ 12월 ( 주1회, 총 10회/ 멘토당 2회 방문) 활동기간은 6개월이지만 실제 멘토링 활동은 방학중 6일과 학기중 2회를 참여하게 되며, 방학중에는 18명의 멘토가 모두 내려가지만 학기중에는 회차당 2,3명씩 돌아가며 방문하게 됩니다교육활동 필참!교육장소 : 서울시 마포구 양화로 161 케이스퀘어 FASTFIVE워크숍: 06.30(토) 13:00 ~ 07.01(일) 17:00 , 1박2일, 켄싱턴리조트 충주 (서울에서 40분)집중교육: 07.07/14/21 (토) , 12:00~18:00, 홍대입구 FASTFIVE (지하철2호선 홍대입구역 2번출구)",20180618.0,20180625,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
357,368,[부산봉사] SCI 국제시민봉사회 부산경남지부에서 대학생 자원봉사자를 모집합니다,20180621,sci 국제시민봉사회 부산경남지부,"일일봉사, 주말봉사, 정기적모임","부산활동 혜택 외교통상부에서 인정한 비영리민간단체 등록 제53호로써, 행안부에서 인정받은 봉사활동 확인서 발급이 가능합니다. 봉사시간 및 다양한 인맥오프라인 모임 횟 수 (월 x회)월 1회 (RM)지원하는 방법 홈페이지 가입 후 가입신청서 작성 홈페이지 : http://cafe.naver.com/scibusan공식 카페/블로그 및 SNS기타▼<담당자의 Q&A> 채워주시면  '스펙업 페이스북' 홍보 우선 대상자가 됩니다! <이 부분을 포함한 위의 두 줄은 삭제하고 글을 작성해주세요.>< 대외활동 담당자의 Q&A >Q. 지난번 경쟁률은 어땠나요?A.Q. 필요 역량 및 우대 사항은 뭔가요?A.Q. 서류/면접전형 주의사항이 있다면?A.Q. 구체적으로 어떤 활동 하나요?A.Q. 우리 활동, '이것' 만큼은 꼭 자랑하고 싶다!A.Q. 지원 망설이는 분들에게 한 마디 해주신다면!A.","규정/글양식을 지키지 않을시무통보 삭제됩니다!└ 대외활동 게시판 활동규정 확인http://cafe.naver.com/specup/4882678* 제목양식 : 활동명 (~마감 기간) / 제목 글자수 제한 30자 (넘으면 무통보 삭제)* 지원서 첨부하면 지원률 대폭상승↑↑* 아래 항목 입력하면, 검색 노출 및 지원률이 올라갑니다~────────────────────────────────────────── 포스터주최사 / 활동명sci 국제시민봉사회 부산경남지부활동내용일일봉사, 주말봉사, 정기적모임모집 기간수시모집모집 인원제한없음모집 대상(+졸업생 가능여부)부산경남소재 대학생참가 비용 유/무무활동 지역부산",20180621.0,20180625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
358,369,[굿네이버스 인천서부지부] 2018년 여름 희망나눔학교 봉사자 모집 (~7/20까지),20180621,굿네이버스 인천서부지부,"심리정서프로그램, 신체놀이프로그램, 문화체험활동 및 야외활동 보조, 독서지도 및 건강지도 등 다양한 프로그램 보조","인천 남동구, 남구, 서구, 연수구, 중구 등 선정 학교 (거주지 기준 배정)",2018년 7월 30일(월) 8월 10일(금) 오전부터 1시까지,20180621.0,20180720,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
359,370,[JA KOREA]삼일회계법인과 함께하는 대한민국 미래만들기 봉사단 모집,20180621,JA Korea," 선발된 봉사자는 JA Korea 사전교육 이수 후, 2박 3일간 함께 숙식하며 충남 서천군의 초등학생 대상 JA Korea 경제교육 진행 (학급당 1~2명 수업 진행)"," 사전교육 및 발대식 (서울) 교욱 봉사활동 (충남 서천) 7월 9일 서울에서 발대식 후, 함께 충남 서천으로 이동합니다.", 7월 9일(월) ~ 7월 11일(수) 7월 6일(금) 사전교육 필참,20180607.0,20180624,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
360,371,[아름다운가게 강동고덕점]정기자원봉사자 모집(~7/3),20180621,아름다운가게 강동고덕점,매장 운영의 전반 활동 구매자 응대 기증자 응대 물품 진열 및 정리정돈/ 기증물품 정돈 / 판매 등,서울시 강동구 고덕동 (5호선 고덕역 인근),7월부터~,20180621.0,20170703,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
361,372,제19회 세계예술치유축제 아싸라비아 자원봉사자 모집!!(~6/29),20180621,사단법인 세계예술치료협회,"짝지: 장애/비장애 아동의 짝지가 되어 같이 축제에 참여Staff: 놀이, 공연프로그램 운영 관리, 간식,공간관리, 안전요원영상제작: 사진을 이용하여 영상제작(기본 영상제작프로그램을 사용하실 수 있으면 됩니다/예: 윈도우 무비메이커, 베가스 등)기자단:WATA 책자 스토리 작성(블로그 등의 경험이 있으신 분이나 글쓰기를 좋아하시는 분들 우대합니다^^",축제 장소 : 경기도평생교육진흥원 체인지업캠퍼스 양평캠프경기도 양평군 소재 (경의선 용문역),"<font color=""#236adf"" face=""2827838_9""></font>2018년 8월 24일(금)  26일(금), 2박3일",20180601.0,20170703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
362,373,[스페셜올림픽코리아] 2018 스페셜 뮤직&아트 페스티벌 통역자원봉사자 모집,20180621,(사)스페셜올림픽코리아,행사 기간 동안 외국인 발달장애인 참가자(멘티)와 보호자(메이트)의 원활한 행사 참여 및 의사소통을 위해 통역 진행,평창 알펜시아 리조트,2018년 8월 7일 ~ 11일,20180612.0,20180706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
363,374,7. 28 한강나이트워크42K 봉사자 모집(~7. 8),20180621,한강사업본부,"행사장 참가자 응대, 코스 안전관리, 행사장 환경정화",여의도 녹음수 광장 외 한강 일대,7.28~익일 새벽,20180621.0,20180708,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
364,376,아름다운가게 책방 일일봉사자 모집 (~6.29),20180620,아름다운가게 헌책방,기증품(도서) 분류,아름다운가게 세종로책방(종로구 세종대로 189 세종로공원 지하 1층 상가층),6.29,20180620.0,20180629,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
